label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.6335455775260925,0.5023172497749329,-6.057604196030297e-07,0.5642762184143066,0.4839674234390259,-0.014957170933485,0.5166807770729065,0.4049802422523498,-0.0141604645177721,0.5047408938407898,0.3227813839912414,-0.0151354204863309,0.4937005341053009,0.2698943614959717,-0.0110435327515006,0.550787091255188,0.3459985852241516,0.0115437097847461,0.5410280823707581,0.2932154536247253,-0.0128914192318916,0.5511000156402588,0.3569017946720123,-0.0222872849553823,0.5579739809036255,0.375917375087738,-0.0251233875751495,0.5911388397216797,0.3358575701713562,0.0085567142814397,0.5806604027748108,0.2929418087005615,-0.0154048362746834,0.5840434432029724,0.3674914836883545,-0.0155586097389459,0.5903817415237427,0.3739365935325622,-0.0093048298731446,0.631567120552063,0.3331005275249481,-0.0010551462182775,0.6223929524421692,0.2820972800254822,-0.0274902116507291,0.620119035243988,0.3549082577228546,-0.0128829926252365,0.6253322958946228,0.3692518770694732,0.0038457936607301,0.6730547547340393,0.3342507779598236,-0.0128145068883895,0.6640259623527527,0.2983388900756836,-0.0259246844798326,0.6551198363304138,0.3518770337104797,-0.0133424894884228,0.6567116975784302,0.3701350092887878,-0.0002861010725609
A,0.6274667978286743,0.5563810467720032,-6.425291871892114e-07,0.5580530166625977,0.5307500958442688,-0.0145490057766437,0.5074222683906555,0.4509025812149048,-0.0143838096410036,0.4931105077266693,0.36939537525177,-0.0162884667515754,0.4826523065567016,0.3124042749404907,-0.0129131264984607,0.5456607341766357,0.3879215717315674,0.0123507855460047,0.5301690697669983,0.3406052887439728,-0.0136130815371871,0.5413285493850708,0.404233306646347,-0.0243805050849914,0.5515450835227966,0.4261971414089203,-0.0276277791708707,0.5863261222839355,0.3785108625888824,0.0088363662362098,0.5707626342773438,0.3396146893501282,-0.0157631933689117,0.5757744312286377,0.4164820909500122,-0.01547362934798,0.5862166285514832,0.4260357022285461,-0.0084758065640926,0.6270864605903625,0.3770986497402191,-0.0014979048864915,0.6138036847114563,0.328578770160675,-0.0286089200526475,0.6117210984230042,0.4037860333919525,-0.0129482224583625,0.619992733001709,0.4216881692409515,0.0053049121052026,0.6693316698074341,0.3807944655418396,-0.0140033578500151,0.6573339700698853,0.3427714705467224,-0.0272076092660427,0.6472036838531494,0.3957113325595855,-0.0134773915633559,0.6499663591384888,0.4158530831336975,0.0010978039354085
A,0.4904800653457641,0.4487974047660827,-5.889847329854092e-07,0.4225079715251922,0.4216018915176391,-0.0064842947758734,0.3851988017559051,0.3492686748504638,-0.0043137120082974,0.3782961964607239,0.2782830595970154,-0.0065380507148802,0.3697899580001831,0.2235997319221496,-0.0058488454669713,0.4206850528717041,0.2949440479278564,0.0216184481978416,0.4027910232543945,0.2472093105316162,-0.001422511646524,0.4100390076637268,0.3059938251972198,-0.0127137936651706,0.4230179786682129,0.3348772525787353,-0.0154850939288735,0.4540854692459106,0.2863474488258362,0.0153958676382899,0.4358062744140625,0.2418709844350814,-0.0075909020379185,0.4410305321216583,0.3151454627513885,-0.010247022844851,0.4573710262775421,0.3365936577320099,-0.0040578809566795,0.4912528693675995,0.2841525673866272,0.0034362918231636,0.4722274839878082,0.2295202910900116,-0.0217480771243572,0.4724462628364563,0.3052104711532593,-0.0090684285387396,0.4865745902061462,0.3341675102710724,0.0079926308244466,0.5327067375183105,0.2879364490509033,-0.0098414719104766,0.513180136680603,0.2438853085041046,-0.0238760504871606,0.504450261592865,0.2971588671207428,-0.0117335626855492,0.5114935636520386,0.3247898519039154,0.0026270025409758
A,0.5786296725273132,0.3460578322410583,-5.334413231139479e-07,0.5043054819107056,0.3383996486663818,-0.0135825127363204,0.4598654508590698,0.2686508297920227,-0.0135167725384235,0.4492429792881012,0.1927011758089065,-0.0154448170214891,0.4413732290267944,0.1443183124065399,-0.0131732048466801,0.4928619861602783,0.2238570004701614,0.0077789854258298,0.4813076555728912,0.1697060763835907,-0.0189713034778833,0.4924336671829223,0.2284505814313888,-0.0289383623749017,0.5001124739646912,0.2523231208324432,-0.0303806867450475,0.5315234065055847,0.211369588971138,0.0037128762342035,0.5183628797531128,0.1643263399600982,-0.0236445851624012,0.5262444615364075,0.2333085983991623,-0.0250610690563917,0.5346232056617737,0.2500376999378204,-0.0181150417774915,0.56969153881073,0.204852819442749,-0.0063945474103093,0.555927038192749,0.1585661768913269,-0.0343441367149353,0.5590335726737976,0.2245924621820449,-0.0208921078592538,0.5656061172485352,0.2457808405160904,-0.0038996683433651,0.6101986765861511,0.2013454735279083,-0.0183226689696311,0.5982758402824402,0.1677275598049163,-0.0309283845126628,0.5959956049919128,0.2153556644916534,-0.0180091708898544,0.5992656350135803,0.2367850095033645,-0.0044887657277286
A,0.6582094430923462,0.397268146276474,-5.261872502160259e-07,0.5851055979728699,0.3697569370269775,-0.0149401687085628,0.536837100982666,0.2926994562149048,-0.015775779262185,0.5242661237716675,0.2199780941009521,-0.019340556114912,0.5144156813621521,0.1700789183378219,-0.0183674432337284,0.5788236856460571,0.2422237545251846,0.0119303623214364,0.5708248019218445,0.1886591911315918,-0.017403919249773,0.5738897323608398,0.2495796680450439,-0.0309790875762701,0.5774509906768799,0.2783011794090271,-0.0347668454051017,0.6189225912094116,0.2340621352195739,0.0069793169386684,0.6100361347198486,0.1863880455493927,-0.0233509521931409,0.6097022891044617,0.2542888522148132,-0.0287194196134805,0.6154934167861938,0.2745815813541412,-0.0237126629799604,0.6601517200469971,0.2318121194839477,-0.0046939449384808,0.6491755843162537,0.1853018105030059,-0.0327753722667694,0.6459839940071106,0.248786449432373,-0.0214303079992532,0.6493348479270935,0.2692579329013824,-0.0058538038283586,0.702924370765686,0.2356201559305191,-0.0186010636389255,0.6919538974761963,0.1997417509555816,-0.030943302437663,0.6857908964157104,0.2435263693332672,-0.0187337268143892,0.6886916160583496,0.260431557893753,-0.0055153612047433
A,0.7986899614334106,0.3288010358810425,-5.489960699378571e-07,0.7275380492210388,0.3041474223136902,-0.0178356207907199,0.6769735217094421,0.2307224422693252,-0.0197961460798978,0.6681614518165588,0.1509108394384384,-0.0226399488747119,0.6677968502044678,0.1001788675785064,-0.0199810955673456,0.716426432132721,0.172559767961502,0.0079816607758402,0.718641459941864,0.123628094792366,-0.0171230379492044,0.7245463132858276,0.1844209134578704,-0.0272085648030042,0.7223061919212341,0.2004912346601486,-0.0308805983513593,0.7587513327598572,0.1652869284152984,0.0054753813892602,0.761595606803894,0.1202288344502449,-0.0205711778253316,0.7624925971031189,0.1921025812625885,-0.0222333762794733,0.7569386959075928,0.2024987339973449,-0.0173629876226186,0.7976968884468079,0.1647619307041168,-0.0035763836931437,0.8024216890335083,0.1171925291419029,-0.0316166654229164,0.8010270595550537,0.183095782995224,-0.0192049909383058,0.7957065105438232,0.1994906663894653,-0.0042368322610855,0.8359206318855286,0.1702810227870941,-0.0147593859583139,0.8403112888336182,0.1313135623931884,-0.0290150176733732,0.8345004320144653,0.1784399002790451,-0.0179735925048589,0.8269256353378296,0.1979031860828399,-0.0063208346255123
A,0.7643469572067261,0.5191752314567566,-5.873278041690355e-07,0.6988791823387146,0.4899627864360809,-0.0181743465363979,0.6508677005767822,0.4131120443344116,-0.020668301731348,0.6409853100776672,0.3301213383674621,-0.0241153668612241,0.6371058821678162,0.2725600898265838,-0.0224801525473594,0.6820130348205566,0.3537498712539673,0.0098099401220679,0.6813448071479797,0.3101953566074371,-0.0180178005248308,0.6894885301589966,0.368157297372818,-0.0305478200316429,0.6916772723197937,0.3874452412128448,-0.034730888903141,0.7247146964073181,0.3458039164543152,0.00702959112823,0.7249835133552551,0.3047670125961303,-0.0200468022376298,0.7285237312316895,0.3789553046226501,-0.0225049294531345,0.7279912829399109,0.3908676505088806,-0.0173116847872734,0.766420304775238,0.3465955257415771,-0.0026732203550636,0.7691982984542847,0.2999079525470733,-0.0331942476332187,0.7677928805351257,0.3692560493946075,-0.0208769310265779,0.7651635408401489,0.3866592049598694,-0.0046159769408404,0.8068256378173828,0.3555582463741302,-0.0143649596720933,0.8079940676689148,0.3152673542499542,-0.0306078605353832,0.8015998601913452,0.3669515252113342,-0.0184177067130804,0.7970411777496338,0.3880161046981811,-0.0048198462463915
A,0.6955647468566895,0.6110180020332336,-5.92590026826656e-07,0.6278343200683594,0.5842127203941345,-0.0197350457310676,0.582283616065979,0.4979938268661499,-0.020516000688076,0.5742587447166443,0.4122949838638305,-0.021370805799961,0.5679283142089844,0.3560367822647095,-0.0153981586918234,0.6160379648208618,0.439996600151062,0.005806631874293,0.6134419441223145,0.3950840830802917,-0.0191784221678972,0.6232360601425171,0.4619719386100769,-0.0269302725791931,0.6256251335144043,0.4724036455154419,-0.0293618813157081,0.6597896814346313,0.4336220026016235,0.005074128974229,0.6564400792121887,0.3958797454833984,-0.0214281473308801,0.6574352979660034,0.4760469794273376,-0.020445741713047,0.657660186290741,0.4762700796127319,-0.0133791826665401,0.701884388923645,0.4345643818378448,-0.0024830671027302,0.7008888721466064,0.3898991346359253,-0.0315082482993602,0.695992112159729,0.4650587737560272,-0.0160835869610309,0.695982813835144,0.4736995995044708,0.0015204126248136,0.7428864240646362,0.439662218093872,-0.0124408574774861,0.7417886853218079,0.4082984924316406,-0.0276400074362754,0.7308890223503113,0.4592569470405578,-0.0159834790974855,0.727356493473053,0.4720293879508972,-0.0032334374263882
A,0.7482825517654419,0.7540379762649536,-5.469022994475381e-07,0.6874065399169922,0.7236846685409546,-0.0243008024990558,0.6429951190948486,0.6391598582267761,-0.0289075057953596,0.6340935826301575,0.5547839999198914,-0.0327089019119739,0.6397963166236877,0.4960511326789856,-0.0298760253936052,0.6778749227523804,0.5726648569107056,0.0032772819977253,0.6818233728408813,0.5380673408508301,-0.0223425570875406,0.6880365610122681,0.602362334728241,-0.0314138121902942,0.6868385076522827,0.6133525967597961,-0.0348191186785697,0.7227351069450378,0.5678974390029907,0.0039458163082599,0.7244551777839661,0.5407243371009827,-0.02374754473567,0.7237069606781006,0.6176284551620483,-0.0248792804777622,0.7207847833633423,0.6184602379798889,-0.0191668216139078,0.7662982940673828,0.5738019943237305,-0.0024080164730548,0.7693499326705933,0.5410523414611816,-0.0330108292400836,0.7638340592384338,0.6102390289306641,-0.0194211602210998,0.7592671513557434,0.6162515878677368,-0.0030095907859504,0.8069041967391968,0.5861104130744934,-0.0113234426826238,0.8088195323944092,0.5557875633239746,-0.0276539828628301,0.7993297576904297,0.6047333478927612,-0.0162691492587327,0.7935582399368286,0.6157851815223694,-0.0036594532430171
A,0.6720952987670898,0.790705144405365,-5.030602210354118e-07,0.6090776920318604,0.7540899515151978,-0.021461272612214,0.567732036113739,0.6676256060600281,-0.0239749550819396,0.559332013130188,0.5833664536476135,-0.0258613619953393,0.5604596734046936,0.5241107940673828,-0.0207421779632568,0.6049001812934875,0.6038147211074829,0.0046349829062819,0.5958567261695862,0.5761939883232117,-0.0193771515041589,0.6037752032279968,0.6379610300064087,-0.0264908038079738,0.6085590720176697,0.6437207460403442,-0.0288201291114091,0.6470673084259033,0.599866509437561,0.0047130933962762,0.6374940872192383,0.5788260102272034,-0.0221862960606813,0.6380054354667664,0.65260910987854,-0.0216750241816043,0.6434003114700317,0.6487814784049988,-0.0150581812486052,0.6891872882843018,0.607477068901062,-0.0019595297053456,0.6820160150527954,0.5822983384132385,-0.0312224309891462,0.6761176586151123,0.6488842368125916,-0.016955129802227,0.6798704862594604,0.6502371430397034,-0.0002880911633837,0.7305581569671631,0.6205646991729736,-0.0111756715923547,0.7259976267814636,0.5979346036911011,-0.0263770800083875,0.7135769128799438,0.6431867480278015,-0.0155796222388744,0.7124903798103333,0.6506934762001038,-0.0035470107104629
